id,incident_number,campus_id,reported_datetime,occurred_start,occurred_end,nature_of_incident,location,created_at
1084,PSHI-2026-01-I-132580,2,01/12/2026 06:56 PM,01/12/2026 06:45 PM,,Assisted clinical staff with a patient that had eloped from his room.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-18 21:43:32
1085,PSHI-2026-01-I-132572,2,01/12/2026 05:38 PM,01/12/2026 04:50 PM,,Assisted visitor with locating missing personal items.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Main Information Desk > HMC - Main Hospital - 1 - Main Information Desk,2026-02-18 21:43:32
1086,26UP00120,1,01/12/2026 04:57 PM,01/12/2026 04:57 PM,01/12/2026 05:43 PM,Student reported being harassed,MCALLISTER BLDG,2026-02-18 21:43:32
1087,26UP00119,1,01/12/2026 04:11 PM,01/12/2026 04:11 PM,01/12/2026 04:50 PM,Visitor reported a traffic concern regarding a vehicle,HUB PARKING DECK,2026-02-18 21:43:32
1088,26UP00118,1,01/12/2026 03:55 PM,01/12/2026 03:55 PM,01/12/2026 04:18 PM,Employee reported suspicious activity,HUB ROBESON CULTURAL CENTER,2026-02-18 21:43:32
1089,PSHI-2026-01-I-132567,2,01/12/2026 03:31 PM,01/12/2026 03:16 PM,,Assisted Law Enforcement with access to employee.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
1090,26BW00002,7,01/12/2026 03:30 PM,01/12/2026 02:30 PM,01/12/2026 03:00 PM,Student reported the theft of their unattended personal property,COMMONS & ATHLETIC CENTER,2026-02-18 21:43:32
1091,26UP00117,1,01/12/2026 03:27 PM,12/17/2025 05:00 PM,01/12/2026 04:01 PM,Student reported the theft of their secured personal property,NITTANY COMMUNITY CENTER,2026-02-18 21:43:32
1092,PSHI-2026-01-I-132563,2,01/12/2026 02:14 PM,01/12/2026 01:49 PM,,Assisted clinical staff with patient needs.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
1093,26UP00115,1,01/12/2026 02:10 PM,01/10/2026 12:00 AM,01/12/2026 02:00 PM,Employee reported damage to University property,STEPHENS HALL,2026-02-18 21:43:32
1094,26ER00011,5,01/12/2026 01:13 PM,01/11/2026 12:45 PM,,Employee reported a suspicious vehicle,COLLEGE DR,2026-02-18 21:43:32
1095,PSHI-2026-01-I-132559,2,01/12/2026 12:10 PM,01/12/2026 10:06 AM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
1096,PSHI-2026-01-I-132557,2,01/12/2026 11:11 AM,,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
1097,26HB00003,13,01/12/2026 10:37 AM,01/12/2026 09:00 AM,01/12/2026 09:50 AM,Student reported the loss or theft of their unattended personal property,OLMSTED BUILDING,2026-02-18 21:43:32
1098,PSHI-2026-01-I-132555,2,01/12/2026 10:31 AM,,,Assisted clinical staff with an agitated visitor.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
1099,26AL00010,3,01/12/2026 10:13 AM,01/12/2026 10:13 AM,,Employee reported a hit and run vehicle crash,IVYSIDE PARK & JUNIATA GAP RD,2026-02-18 21:43:32
1100,26UP00114,1,01/12/2026 09:25 AM,01/12/2026 09:25 AM,01/12/2026 10:53 AM,Student reported accidental damage to personal property,BRILL HALL,2026-02-18 21:43:32
1101,PSHI-2026-01-I-132551,2,01/12/2026 08:37 AM,01/12/2026 08:22 AM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
1102,26HN00002,15,01/12/2026 08:11 AM,01/12/2026 08:11 AM,01/12/2026 08:20 AM,Employee reported a fire alarm activation,BOOKSTORE,2026-02-18 21:43:32
1103,PSHI-2026-01-I-132549,2,01/12/2026 06:45 AM,01/12/2026 06:22 AM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
1104,PSHI-2026-01-I-132548,2,01/12/2026 03:29 AM,01/12/2026 01:12 AM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
1105,PSHI-2026-01-I-132547,2,01/12/2026 02:52 AM,01/12/2026 02:01 AM,,Patient scratched nurse.,Hershey - Dispatched To: HMC - Main Hospital - 4 - Acute Care > HMC - Main Hospital - 4 - Acute Care,2026-02-18 21:43:32
1106,PSHI-2026-01-I-132546,2,01/12/2026 02:45 AM,01/12/2026 02:31 AM,,Victim of violence receiving treatment.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
1107,PSHI-2026-01-I-132544,2,01/12/2026 01:55 AM,01/12/2026 12:14 AM,,Patient bit provider.,Hershey - Dispatched To: HMC - Children's Hospital - 6 - Pediatric Surgical Care Unit > HMC - Children's Hospital - 6 - Pediatric Surgical Care Unit,2026-02-18 21:43:32
1108,PSHI-2026-01-I-132540,2,01/11/2026 11:21 PM,01/11/2026 10:19 PM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
1109,26UP00110,1,01/11/2026 09:49 PM,01/11/2026 09:49 PM,01/11/2026 10:20 PM,Student reported the loss or theft of personal property from a secured residencehall room,THOMPSON HALL,2026-02-18 21:43:32
1110,26UP00109,1,01/11/2026 09:02 PM,01/11/2026 09:02 PM,01/11/2026 10:32 PM,Resident Assistant reported finding abandoned drugs/drug paraphernalia,SIMMONS HALL,2026-02-18 21:43:32
1111,26UP00108,1,01/11/2026 08:24 PM,01/11/2026 08:24 PM,01/11/2026 08:41 PM,Employee reported a suspicious odor,HAMILTON HALL,2026-02-18 21:43:32
1112,PSHI-2026-01-I-132528,2,01/11/2026 07:53 PM,01/11/2026 07:45 PM,,Assisted clinical staff with visitor issue paperwork.,Hershey - Reported Location: HMC - Children's Hospital - 3 - Children's Hospital Acute Care,2026-02-18 21:43:32
1113,PSHI-2026-01-I-132527,2,01/11/2026 07:21 PM,01/11/2026 06:43 PM,,Assisted clinical staff with an agitated visitor.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
1114,PSHI-2026-01-I-132526,2,01/11/2026 05:39 PM,01/11/2026 05:21 PM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 4 > HMC - Main Hospital - 4,2026-02-18 21:43:32
1115,26SL00001,19,01/11/2026 05:00 PM,12/18/2025 12:00 AM,01/10/2026 09:36 AM,Student requested assistance with a personal matter,ADMINISTRATION BUILDING,2026-02-18 21:43:32
1116,26AL00009,3,01/11/2026 04:40 PM,01/11/2026 04:40 PM,01/11/2026 05:45 PM,Assisted an outside law enforcement agency with an investigation,JUNIATA GAP RD,2026-02-18 21:43:32
1117,26AL00008,3,01/11/2026 04:13 PM,01/11/2026 04:13 PM,01/11/2026 04:40 PM,Assisted an outside law enforcement agency with an investigation,JUNIATA GAP RD & RIDER FARM RD,2026-02-18 21:43:32
1118,PSHI-2026-01-I-132523,2,01/11/2026 03:52 PM,01/11/2026 03:19 PM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
1119,26UP00106,1,01/11/2026 03:44 PM,01/11/2026 03:44 PM,,Student reported a two vehicle crash with no injuries,EARLE HALL,2026-02-18 21:43:32
1120,PSHI-2026-01-I-132522,2,01/11/2026 03:14 PM,01/11/2026 12:20 PM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 4 - Neuroscience Integrated Care Unit East > HMC - Main Hospital - 4 - Neuroscience Integrated Care Unit East,2026-02-18 21:43:32
1121,PSHI-2026-01-I-132519,2,01/11/2026 02:10 PM,01/11/2026 01:23 PM,,Visitor slip/fall.,Hershey - Dispatched To: HMC - Cancer Institute > HMC - Cancer Institute,2026-02-18 21:43:32
1122,26BK00004,4,01/11/2026 01:28 PM,01/11/2026 01:28 PM,01/11/2026 01:56 PM,Student reported a two vehicle crash with no injuries,CLARY DR,2026-02-18 21:43:32
1123,26ER00010,5,01/11/2026 12:40 PM,01/11/2026 12:40 PM,01/11/2026 12:53 PM,"Resident Assistant reported the odor of marijuana, origin not located",NIAGARA HALL,2026-02-18 21:43:32
1124,PSHI-2026-01-I-132513,2,01/11/2026 12:24 PM,,,Patient bit health care worker.,Hershey - Dispatched To: HMC - Main Hospital - 4 - Neuroscience Integrated Care Unit East > HMC - Main Hospital - 4 - Neuroscience Integrated Care Unit East,2026-02-18 21:43:32
1125,26BK00003,4,01/11/2026 12:08 PM,01/11/2026 12:08 PM,01/11/2026 12:15 PM,Employee reported a fire alarm activation,THE BOWMAN RESIDENCE CENTER,2026-02-18 21:43:32
1126,PSHI-2026-01-I-132512,2,01/11/2026 11:18 AM,01/11/2026 10:15 AM,,Report of property damage.,Hershey - Dispatched To: HMC - Parking Lot - Lot M1 > HMC - Parking Lot - Lot M1,2026-02-18 21:43:32
1127,PSHI-2026-01-I-132509,2,01/11/2026 09:41 AM,01/11/2026 08:35 AM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 7 - Medical Intensive Care Unit East (MICU) > HMC - Main Hospital - 7 - Medical Intensive Care Unit East (MICU),2026-02-18 21:43:32
1128,26UP00105,1,01/11/2026 08:46 AM,01/11/2026 08:46 AM,,Employee reported suspicious activity,UNIVERSITY SUPPORT BLDG I,2026-02-18 21:43:32
1129,PSHI-2026-01-I-132505,2,01/11/2026 05:15 AM,01/11/2026 12:41 AM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - South Addition - 3 > HMC - South Addition - 3,2026-02-18 21:43:32
1130,PSHI-2026-01-I-132504,2,01/10/2026 10:55 PM,01/10/2026 09:19 PM,,Assisted clinical staff with agitated visitor.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
1131,26ER00009,5,01/10/2026 07:52 PM,01/10/2026 07:52 PM,01/10/2026 08:00 PM,"Resident Assistant reported the odor of marijuana, origin not located",NIAGARA HALL,2026-02-18 21:43:32
1132,PSHI-2026-01-I-132497,2,01/10/2026 07:27 PM,01/10/2026 07:19 PM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
1133,26UP00104,1,01/10/2026 06:21 PM,01/10/2026 06:21 PM,,Visitor reported a two vehicle crash with injuries,NITTANY PARKING,2026-02-18 21:43:32
1134,PSHI-2026-01-I-132492,2,01/10/2026 04:39 PM,01/10/2026 04:10 PM,,Patient bit/scratched caregiver.,Hershey - Dispatched To: HMC - Main Hospital - 4 - Acute Care > HMC - Main Hospital - 4 - Acute Care,2026-02-18 21:43:32
1135,26UP00103,1,01/10/2026 03:29 PM,12/16/2025 12:00 AM,01/10/2026 05:53 PM,Student reported the theft of personal property from a secured residence hallroom,SIMMONS HALL,2026-02-18 21:43:32
1136,26UP00102,1,01/10/2026 02:50 PM,01/10/2026 02:30 PM,01/10/2026 02:35 PM,Employee reported a hit and run vehicle crash,NITTANY PARKING,2026-02-18 21:43:32
1137,PSHI-2026-01-I-132486,2,01/10/2026 12:39 PM,,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
1138,26UP00100,1,01/10/2026 12:20 PM,01/10/2026 12:20 PM,01/10/2026 12:21 PM,Employee reported suspicious activity,HENDERSON DR,2026-02-18 21:43:32
1139,26HN00001,15,01/10/2026 12:19 PM,01/10/2026 12:19 PM,01/10/2026 12:30 PM,Employee reported a fire alarm activation,RESIDENCE HALL SOUTH,2026-02-18 21:43:32
1140,26UP00101,1,01/10/2026 12:02 PM,12/19/2025 12:00 PM,01/10/2026 11:50 AM,Student requested assistance with a personal matter,MCELWAIN HALL,2026-02-18 21:43:32
1141,26UP00099,1,01/10/2026 11:58 AM,01/10/2026 11:58 AM,01/10/2026 12:30 PM,Assisted an outside law enforcement agency with an investigation,E COLLEGE AVE,2026-02-18 21:43:32
1142,26UP00098,1,01/10/2026 11:22 AM,01/09/2026 07:17 PM,01/10/2026 11:22 AM,Employee reported suspicious activity,BIGLER RD,2026-02-18 21:43:32
1143,PSHI-2026-01-I-132482,2,01/10/2026 10:10 AM,01/10/2026 09:36 AM,,Facility infrastructure inspection for workplace violence initative.,Hershey - Dispatched To: HMC - Main Hospital - 6 > HMC - Main Hospital - 6,2026-02-18 21:43:32
1144,PSHI-2026-01-I-132471,2,01/10/2026 04:09 AM,01/10/2026 10:14 PM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Children's Hospital - 6 > HMC - Children's Hospital - 6,2026-02-18 21:43:32
1145,PSHI-2026-01-I-132470,2,01/10/2026 04:09 AM,01/10/2026 01:33 AM,,Assisted clinical staff with patient valuables.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Cashier's Office > HMC - Main Hospital - 1 - Cashier's Office,2026-02-18 21:43:32
1146,PSHI-2026-01-I-132468,2,01/10/2026 01:13 AM,01/09/2026 07:13 PM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
1147,PSHI-2026-01-I-132467,2,01/10/2026 12:59 AM,01/09/2026 07:39 PM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 4 - Acute Care > HMC - Main Hospital - 4 - Acute Care,2026-02-18 21:43:32
1148,PSHI-2026-01-I-132466,2,01/10/2026 12:55 AM,01/08/2026 11:08 PM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 2 - SICU > HMC - Main Hospital - 2 - SICU,2026-02-18 21:43:32
1149,26UP00096,1,01/10/2026 12:06 AM,01/10/2026 12:00 AM,01/10/2026 12:23 AM,Officer observed visitors trespassing inside a University building/restricted area,BEAVER STADIUM,2026-02-18 21:43:32
1150,PSHI-2026-01-I-132464,2,01/09/2026 11:53 PM,01/09/2026 11:27 PM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 6 - Acute Care > HMC - Main Hospital - 6 - Acute Care,2026-02-18 21:43:32
1151,26UP00093,1,01/09/2026 10:51 PM,01/09/2026 10:51 PM,01/10/2026 12:51 AM,A vehicle stop investigation revealed the operator to be driving under the influence of alcohol,PORTER RD & CURTIN RD,2026-02-18 21:43:32
1152,PSHI-2026-01-I-132460,2,01/09/2026 10:23 PM,01/09/2026 10:16 PM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
1153,PSHI-2026-01-I-132456,2,01/09/2026 09:47 PM,01/09/2026 07:56 PM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-18 21:43:32
1154,PSHI-2026-01-I-132445,2,01/09/2026 04:14 PM,01/09/2026 03:54 PM,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Children's Hospital - 3 > HMC - Children's Hospital - 3,2026-02-18 21:43:32
1155,26ER00008,5,01/09/2026 02:15 PM,12/20/2025 12:21 PM,01/07/2026 07:33 PM,Student reported suspicious activity,SENAT HALL,2026-02-18 21:43:32
1156,26UP00082,1,01/08/2026 11:35 PM,01/08/2026 11:35 PM,01/09/2026 12:56 AM,A vehicle stop investigation revealed the operator to be driving under the influence of alcohol,N ATHERTON ST (CLAY LN - RAILROAD AVE),2026-02-18 21:43:32
1157,26AL00007,3,01/08/2026 07:32 PM,01/08/2026 07:32 PM,01/08/2026 07:51 PM,Assisted an outside law enforcement agency with an investigation,N 4TH AVE & N 13TH ST,2026-02-18 21:43:32
1158,26ER00007,5,01/08/2026 07:20 PM,01/08/2026 07:20 PM,01/08/2026 07:30 PM,Employee reported a fire alarm activation,TIGRESS HALL,2026-02-18 21:43:32
1159,26UP00078,1,01/08/2026 06:55 PM,01/08/2026 06:55 PM,01/08/2026 07:41 PM,Received this department's copy of a Protection From Abuse (PFA) order,UNIVERSITY SUPPORT BLDG I,2026-02-18 21:43:32
1160,26BK00002,4,01/08/2026 06:25 PM,01/08/2026 06:25 PM,01/08/2026 06:57 PM,Assisted the ambulance with a medical emergency,IVY HALL,2026-02-18 21:43:32
1161,PSHI-2026-01-I-132418,2,01/08/2026 04:44 PM,01/08/2026 03:49 PM,,Behavioral partnership agreement.,Hershey - Dispatched To: HMC - Children's Hospital - 3 > HMC - Children's Hospital - 3,2026-02-18 21:43:32
1162,PSHI-2026-01-I-132415,2,01/08/2026 02:40 PM,01/08/2026 12:58 PM,,Visitor fall.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Main Information Desk > HMC - Main Hospital - 1 - Main Information Desk,2026-02-18 21:43:32
1163,26AB00006,2,01/08/2026 12:59 PM,01/08/2026 12:59 PM,01/08/2026 01:16 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-18 21:43:32
1164,PSHI-2026-01-I-132410,2,01/08/2026 12:55 PM,01/08/2026 09:24 AM,,"Visitor fall, no injury reported.",Hershey - Dispatched To: HMC - UPC-2 - 1 - Dialysis > HMC - UPC-2 - 1 - Dialysis,2026-02-18 21:43:32
1165,PSHI-2026-01-I-132409,2,01/08/2026 12:55 PM,01/08/2026 10:17 AM,,Assisted Law Enforcement with access to employee.,Hershey - Dispatched To: HMC - 30 Hope Drive > HMC - 30 Hope Drive,2026-02-18 21:43:32
1166,PSHI-2026-01-I-132405,2,01/08/2026 10:34 AM,01/08/2026 09:40 AM,,Conducted search of patient's belongings.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
1167,PSHI-2026-01-I-132402,2,01/08/2026 09:53 AM,01/08/2026 09:18 AM,,Patient assaulted security officer.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
1168,PSHI-2026-01-I-132396,2,01/08/2026 04:36 AM,,,Visitor mismatch to the sex offender registry.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-18 21:43:32
1169,PSHI-2026-01-I-132395,2,01/08/2026 04:36 AM,01/07/2026 08:53 PM,,Assisted clinical staff with agitated visitor.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-18 21:43:32
1170,26ER00006,5,01/08/2026 03:47 AM,01/08/2026 03:47 AM,01/08/2026 04:00 AM,Employee reported a fire alarm activation,REDC PARKING DECK,2026-02-18 21:43:32
1171,PSHI-2026-01-I-132391,2,01/08/2026 12:49 AM,01/07/2026 11:50 PM,,Assisted clinical staff with patient escort.,Hershey - Dispatched To: HMC - Main Hospital - 3 - HVI\HVOC > HMC - Main Hospital - 3 - HVI\HVOC,2026-02-18 21:43:32
1172,PSHI-2026-01-I-132387,2,01/08/2026 12:03 AM,01/07/2026 10:15 PM,,Patient left care prior to discharge.,Hershey - Dispatched To: HMC - Main Hospital - 5 - Acute Care > HMC - Main Hospital - 5 - Acute Care,2026-02-18 21:43:32
1173,PSHI-2026-01-I-132382,2,01/07/2026 10:31 PM,01/07/2026 09:30 PM,,Assisted with notification of maintenance issue.,Hershey - Dispatched To: HMC - UPC-1 > HMC - UPC-1,2026-02-18 21:43:32
1174,26UP00068,1,01/07/2026 10:23 PM,12/22/2025 12:00 AM,01/04/2026 12:00 AM,Employee reported the loss or theft of their unattended personal property,FLEET OPERATIONS FACILITY,2026-02-18 21:43:32
1175,PSHI-2026-01-I-132374,2,01/07/2026 08:24 PM,01/07/2026 07:46 PM,,Assisted clinical staff with agitated visitor.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
1176,PSHI-2026-01-I-132373,2,01/07/2026 08:23 PM,01/07/2026 06:09 PM,,Assisted clinical staff with visitor not obeying visitor protocols.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
1177,26AB00005,2,01/07/2026 05:21 PM,01/07/2026 05:21 PM,01/07/2026 05:47 PM,Assisted the ambulance with a medical emergency,PHYSICAL EDUCATION BUILDING,2026-02-18 21:43:32
1178,PSHI-2026-01-I-132365,2,01/07/2026 04:49 PM,01/07/2026 01:20 PM,,Visitor medical emergency.,Hershey - Dispatched To: HMC - Children's Hospital - 3 > HMC - Children's Hospital - 3,2026-02-18 21:43:32
1179,26UP00065,1,01/07/2026 04:21 PM,01/07/2026 04:21 PM,01/07/2026 07:06 PM,Employee requested assistance with an administrative matter,SHIELDS BLDG,2026-02-18 21:43:32
1180,26UP00060,1,01/07/2026 03:33 PM,01/01/2025 12:00 AM,05/31/2025 11:59 PM,Assisted an outside agency with a reported hazing at an off campus fraternity,OFF CAMPUS FRATERNITY,2026-02-18 21:43:32
1181,PSHI-2026-01-I-132362,2,01/07/2026 03:17 PM,01/05/2026 11:04 AM,,Visitor fall.,"Hershey - Reported Location: HMC Off-Site - PSMG - Camp Hill, Specialties - PSMG",2026-02-18 21:43:32
1182,PSHI-2026-01-I-132358,2,01/07/2026 03:04 PM,01/07/2026 12:05 PM,,Assisted employee with lost/stolen item.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
1183,PSHI-2026-01-I-132359,2,01/07/2026 03:04 PM,01/07/2026 02:41 PM,,Assisted clinical staff with agitated visitor.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
1184,26UP00059,1,01/07/2026 02:44 PM,01/07/2026 09:44 AM,01/07/2026 02:20 PM,Assisted an outside law enforcement agency with an investigation,UNIVERSITY SUPPORT BLDG I,2026-02-18 21:43:32
1185,PSHI-2026-01-I-132353,2,01/07/2026 02:26 PM,01/07/2026 12:19 PM,,Visitor fall.,Hershey - Dispatched To: HMC - Cancer Institute > HMC - Cancer Institute,2026-02-18 21:43:32
